Student_ID,Age,Gender,HighSchoolGPA,TestScore,CourseType,AttendanceRatio,StudyHabitsScore,ExtracurricularScore,AcademicPerformance
7714,29,Female,3.99,779,Arts,0.76,0.84,0.99,Good
7715,19,Male,2.06,248,Science,0.82,0.22,0.28,Average
7716,22,Male,2.18,380,Engineering,0.61,0.01,0.36,Poor
7717,24,Female,2.15,593,Arts,0.93,0.48,0.97,Average
7718,27,Male,2.8,592,Science,0.8,0.96,0.36,Good
7719,27,Male,3.64,547,Engineering,0.73,0.81,0.56,Average
7720,25,Female,3.69,675,Engineering,0.76,0.41,0.77,Poor
7721,29,Female,3.47,340,Arts,0.62,0.18,0.44,Poor
7722,24,Female,3.79,729,Science,0.89,0.57,0.37,Poor
7723,25,Male,2.65,783,Arts,0.82,0.88,0.5,Poor
7724,29,Female,2.18,670,Engineering,0.97,0.72,0.78,Good
7725,26,Female,2.12,462,Engineering,0.79,0.54,0.31,Average
7726,22,Male,3.7,342,Science,0.93,0.73,0.35,Average
7727,22,Male,3.46,345,Engineering,0.68,0.96,0.19,Average
7728,28,Female,3.4,493,Science,0.62,0.55,0.7,Good
7729,27,Male,2.68,737,Arts,0.98,0.56,0.9,Average
7730,21,Female,2.76,708,Engineering,0.7,0.48,0.19,Average
7731,26,Male,3.92,621,Engineering,0.93,0.57,0.03,Good
7732,22,Female,2.13,770,Science,0.7,0.64,0.38,Poor
7733,19,Male,3.55,763,Science,0.66,0.2,0.41,Poor
7734,27,Male,2.62,616,Arts,0.89,0.57,0.65,Good
7735,25,Male,2.08,306,Science,0.91,0.01,0.09,Good
7736,24,Male,3.49,517,Engineering,0.94,0.94,0.82,Poor
7737,25,Female,2.66,258,Arts,0.95,0.04,0.57,Good
7738,29,Male,3.44,457,Arts,0.79,0.96,0.55,Average
7739,20,Female,3.42,624,Arts,0.76,0.97,0.32,Average
7740,21,Male,3.07,730,Science,0.9,0.53,0.37,Good
7741,22,Male,3.55,365,Science,0.83,0.33,0.06,Poor
7742,23,Female,3.16,224,Engineering,0.99,0.18,0.75,Average
7743,18,Male,2.57,203,Arts,0.75,0.16,0.6,Poor
7744,21,Male,3.47,202,Arts,0.62,0.24,0.98,Average
7745,28,Female,3.18,617,Arts,0.84,0.48,0.35,Poor
7746,29,Male,2.03,561,Engineering,0.74,0.74,0.67,Good
7747,27,Female,3.8,568,Science,0.74,0.4,0.92,Average
7748,22,Male,3.09,738,Arts,0.83,0.78,0.71,Average
7749,24,Male,3.74,545,Science,0.97,0.56,0.04,Average
7750,22,Male,3.77,243,Science,0.71,0.02,0.63,Good
7751,18,Female,2.89,763,Science,0.75,0.13,0.55,Good
7752,28,Male,3.02,352,Science,0.96,0.57,0.5,Poor
7753,24,Male,2.83,401,Science,0.96,0.16,0.55,Poor
7754,25,Male,2.9,520,Engineering,0.69,0.61,0.46,Poor
7755,24,Male,3.79,663,Science,0.88,0.45,0.69,Average
7756,28,Male,3.58,210,Arts,0.77,0.69,0.01,Poor
7757,21,Male,2.25,779,Arts,0.97,0.29,0.19,Poor
7758,25,Male,3.22,426,Arts,0.89,0.82,0.37,Average
7759,22,Male,3.99,532,Engineering,0.8,0.39,0.45,Poor
7760,27,Male,3.19,668,Science,0.93,0.8,0.13,Average
7761,26,Female,3.57,214,Arts,1.0,0.02,0.82,Average
7762,29,Male,3.54,256,Arts,0.78,0.39,0.93,Poor
7763,29,Female,2.7,529,Arts,0.75,0.22,0.75,Poor
7764,27,Female,2.74,263,Science,0.84,0.44,0.93,Poor
7765,22,Female,3.45,429,Arts,0.87,0.95,0.74,Good
7766,18,Male,3.0,210,Science,0.88,0.16,0.44,Poor
7767,29,Female,3.14,423,Arts,0.79,0.09,0.39,Good
7768,26,Female,3.43,741,Arts,0.73,0.06,0.17,Average
7769,29,Female,3.56,705,Science,0.93,0.12,0.09,Average
7770,22,Male,2.54,721,Arts,0.98,0.06,0.22,Poor
7771,23,Female,2.29,253,Engineering,0.95,0.68,0.53,Poor
7772,21,Male,2.58,356,Science,0.87,0.12,0.13,Poor
7773,23,Female,3.02,769,Arts,0.74,0.2,0.95,Good
7774,29,Female,2.68,604,Engineering,0.85,0.65,0.22,Average
7775,25,Male,3.14,598,Engineering,0.64,0.45,0.83,Good
7776,20,Male,2.11,602,Science,0.81,0.05,0.82,Poor
7777,22,Female,3.02,787,Arts,0.91,0.97,0.14,Good
7778,19,Female,2.74,288,Science,0.7,0.6,0.71,Average
7779,19,Female,3.07,792,Engineering,0.8,0.61,0.82,Poor
7780,24,Male,2.85,385,Engineering,0.63,0.85,0.88,Good
7781,27,Male,2.57,278,Science,0.94,0.91,0.95,Average
7782,27,Female,3.81,344,Science,0.74,0.06,0.93,Poor
7783,28,Female,2.37,213,Arts,0.83,0.07,0.31,Poor
7784,27,Male,3.36,201,Engineering,0.75,0.78,0.27,Poor
7785,23,Male,3.85,715,Science,0.84,0.7,0.4,Poor
7786,21,Female,3.08,265,Engineering,0.9,0.22,0.47,Good
7787,22,Male,3.75,445,Science,0.73,0.32,0.23,Good
7788,18,Female,2.25,629,Arts,0.81,0.61,0.09,Poor
7789,24,Male,2.99,771,Engineering,0.92,0.79,0.66,Poor
7790,25,Female,2.91,431,Arts,0.88,0.6,0.17,Good
7791,26,Female,2.02,635,Arts,0.62,0.79,0.91,Good
7792,25,Female,2.89,552,Engineering,0.83,0.23,0.29,Poor
7793,22,Male,2.74,582,Science,0.75,0.33,0.2,Poor
7794,20,Female,3.34,259,Arts,0.88,0.1,0.19,Good
7795,27,Female,3.88,669,Arts,0.61,0.98,0.29,Good
7796,28,Male,2.17,610,Engineering,0.73,0.81,0.61,Good
7797,26,Female,2.65,282,Engineering,0.63,0.72,0.98,Good
7798,23,Female,2.89,273,Engineering,0.97,0.19,0.49,Poor
7799,22,Female,2.91,510,Arts,0.95,0.7,0.6,Good
7800,20,Male,3.55,653,Science,0.99,0.86,0.84,Poor
7801,23,Male,2.89,225,Science,0.86,0.81,0.33,Good
7802,20,Male,2.05,625,Engineering,0.92,0.75,0.18,Good
7803,27,Male,3.42,576,Arts,0.84,0.39,0.43,Average
7804,29,Female,3.77,442,Arts,0.8,0.77,0.32,Average
7805,23,Male,3.03,522,Arts,0.93,0.48,0.87,Average
7806,21,Male,3.16,379,Engineering,0.91,0.4,0.98,Good
7807,19,Male,2.33,465,Arts,0.89,0.96,0.69,Average
7808,25,Female,2.44,749,Arts,0.96,0.15,0.65,Average
7809,21,Female,2.47,579,Science,0.97,0.86,0.71,Poor
7810,26,Female,2.86,276,Engineering,0.78,0.32,0.47,Average
7811,24,Male,3.86,723,Engineering,0.71,0.52,0.63,Average
7812,29,Female,3.04,248,Engineering,0.8,0.36,0.07,Poor
7813,19,Female,2.38,453,Arts,0.64,0.5,0.49,Good
7814,21,Male,2.53,579,Arts,0.98,0.82,0.33,Average
7815,22,Female,2.77,448,Science,0.99,0.18,0.05,Poor
7816,20,Male,3.25,271,Engineering,0.86,0.75,0.54,Poor
7817,26,Male,2.88,646,Arts,0.9,0.45,0.36,Average
7818,22,Female,2.78,705,Science,0.73,0.93,0.59,Poor
7819,19,Male,3.13,452,Arts,0.95,0.55,0.51,Average
7820,28,Male,2.48,498,Arts,0.96,0.04,0.28,Good
7821,20,Male,2.16,259,Engineering,0.63,0.91,0.54,Average
7822,26,Male,2.05,556,Engineering,0.65,0.92,0.38,Good
7823,24,Male,2.5,356,Arts,0.7,0.18,0.92,Poor
7824,19,Male,2.18,541,Arts,0.88,0.97,0.38,Poor
7825,26,Female,2.67,401,Arts,0.67,0.45,0.04,Good
7826,21,Male,3.55,234,Arts,0.69,0.91,0.76,Average
7827,26,Male,3.43,734,Arts,0.75,0.36,0.96,Average
7828,19,Male,3.22,655,Engineering,0.84,0.02,0.17,Average
7829,29,Male,3.71,364,Engineering,0.99,0.8,0.97,Poor
7830,27,Female,2.56,227,Arts,0.91,0.89,0.62,Poor
7831,29,Female,3.77,571,Arts,0.82,0.16,0.85,Good
7832,21,Male,2.8,513,Engineering,0.62,0.55,0.47,Average
7833,22,Female,2.8,764,Arts,0.81,0.83,0.62,Poor
7834,19,Male,2.81,483,Engineering,0.68,0.46,0.84,Poor
7835,27,Male,2.2,497,Engineering,0.72,0.79,0.98,Poor
7836,18,Male,3.95,674,Engineering,0.7,0.64,0.18,Good
7837,24,Male,2.28,796,Engineering,0.74,0.72,0.9,Poor
7838,27,Female,2.68,548,Science,0.62,0.92,0.67,Good
7839,18,Female,2.64,644,Arts,0.83,0.42,0.95,Good
7840,28,Male,2.15,406,Arts,0.62,0.77,0.32,Good
7841,28,Male,2.3,616,Arts,0.86,0.71,0.24,Average
7842,25,Female,2.09,638,Engineering,0.89,0.44,0.37,Average
7843,20,Female,2.58,364,Engineering,0.79,0.38,0.88,Poor
7844,27,Male,3.73,758,Engineering,0.91,0.88,0.46,Average
7845,23,Female,2.68,619,Arts,0.99,0.2,0.95,Average
7846,24,Male,2.25,570,Engineering,0.74,0.32,0.24,Poor
7847,27,Female,3.29,465,Science,0.85,0.97,0.22,Good
7848,18,Female,3.99,478,Arts,0.73,0.28,0.68,Good
7849,23,Female,2.46,681,Science,0.78,0.87,0.29,Poor
7850,24,Female,2.56,716,Science,0.61,0.37,0.13,Poor
7851,23,Male,3.94,281,Arts,0.63,0.55,0.38,Average
7852,21,Male,2.36,318,Science,0.92,0.4,0.27,Good
7853,18,Female,3.02,502,Science,0.66,0.22,0.41,Average
7854,28,Male,2.48,414,Engineering,0.88,0.69,0.19,Good
7855,26,Female,3.86,227,Science,0.88,0.97,0.96,Good
7856,21,Female,3.96,697,Engineering,1.0,0.89,0.8,Average
7857,24,Male,3.63,736,Science,0.88,0.99,0.84,Good
7858,24,Male,2.63,718,Arts,0.65,0.69,0.3,Good
7859,19,Male,2.81,393,Arts,0.85,0.03,0.86,Good
7860,18,Female,2.48,791,Arts,0.81,0.55,0.59,Average
7861,25,Male,3.78,641,Arts,0.97,0.62,0.06,Average
7862,25,Male,3.83,235,Engineering,0.88,0.12,0.15,Poor
7863,24,Male,2.84,457,Science,0.81,0.83,0.45,Good
7864,25,Male,3.31,312,Science,0.85,0.73,0.39,Good
7865,20,Female,2.33,493,Arts,0.78,0.45,0.8,Good
7866,28,Female,2.87,213,Engineering,0.8,0.29,0.87,Average
7867,19,Female,3.26,796,Engineering,0.89,0.22,0.86,Good
7868,24,Female,2.77,339,Arts,0.63,0.96,0.38,Average
7869,25,Female,2.72,570,Science,0.85,0.8,0.64,Average
7870,18,Female,2.0,626,Arts,0.64,0.69,0.5,Average
7871,29,Female,3.61,296,Science,0.94,0.95,0.89,Average
7872,27,Male,3.78,687,Arts,0.98,0.2,0.89,Poor
7873,26,Female,3.94,541,Science,0.91,0.86,0.05,Average
7874,28,Female,3.44,691,Engineering,0.89,0.58,0.57,Poor
7875,21,Female,3.1,699,Arts,0.98,0.93,0.5,Average
7876,29,Female,2.54,631,Science,0.69,0.66,0.77,Average
7877,21,Male,4.0,388,Science,0.69,0.74,0.2,Good
7878,20,Female,3.18,281,Science,0.79,0.22,0.69,Average
7879,23,Female,3.36,379,Science,0.6,0.34,0.74,Good
7880,18,Male,3.36,614,Engineering,0.99,0.3,0.03,Average
7881,23,Female,3.69,304,Science,0.61,0.69,0.43,Poor
7882,19,Female,2.02,580,Engineering,0.84,0.41,0.98,Poor
7883,26,Female,2.44,528,Science,0.74,0.86,0.3,Poor
7884,19,Female,3.33,448,Engineering,0.64,0.21,0.88,Average
7885,24,Female,3.79,271,Engineering,0.61,0.8,0.59,Good
7886,29,Female,3.37,332,Science,0.7,0.81,0.3,Average
7887,18,Female,2.83,439,Engineering,0.64,0.63,0.84,Good
7888,29,Male,2.72,277,Arts,0.98,0.15,0.99,Poor
7889,24,Male,3.48,769,Science,0.7,0.33,0.74,Good
7890,22,Female,3.48,660,Arts,0.64,0.4,0.06,Poor
7891,25,Male,3.21,324,Engineering,0.91,0.47,0.05,Good
7892,21,Female,2.58,210,Engineering,0.77,0.74,0.49,Good
7893,29,Male,3.85,667,Arts,0.94,0.34,0.01,Good
7894,27,Female,3.1,606,Science,0.94,0.02,0.68,Poor
7895,24,Male,3.58,226,Arts,1.0,0.87,0.02,Poor
7896,23,Female,2.43,406,Engineering,0.92,0.43,0.97,Poor
7897,22,Male,2.69,421,Science,0.69,0.28,0.88,Poor
7898,21,Male,3.75,511,Arts,0.83,0.82,0.82,Good
7899,24,Female,2.1,581,Arts,0.81,0.88,0.81,Poor
7900,29,Female,3.02,514,Science,0.8,0.73,0.83,Average
7901,22,Male,2.96,407,Arts,0.72,0.35,0.43,Good
7902,22,Male,3.5,495,Science,0.68,0.23,0.79,Average
7903,18,Female,2.56,601,Science,0.89,0.71,0.37,Poor
7904,19,Male,2.44,634,Arts,0.64,0.06,0.85,Good
7905,22,Female,3.85,772,Science,0.62,0.39,0.62,Poor
7906,20,Male,3.14,321,Science,0.75,0.76,0.36,Good
7907,19,Male,2.21,305,Engineering,0.9,0.59,0.75,Good
7908,21,Female,2.39,235,Engineering,0.95,0.73,0.24,Poor
7909,21,Female,4.0,749,Engineering,0.82,0.57,0.96,Poor
7910,21,Female,2.39,271,Arts,0.94,0.24,0.66,Good
7911,21,Male,3.22,767,Arts,0.61,0.48,0.4,Average
7912,20,Male,2.84,366,Arts,0.78,0.77,0.55,Good
7913,29,Male,3.77,420,Arts,0.65,0.23,0.74,Poor
7914,24,Female,3.51,275,Science,0.83,0.96,0.8,Poor
7915,26,Male,3.19,410,Science,0.97,0.2,0.97,Average
7916,29,Male,2.02,427,Engineering,0.6,0.01,0.21,Average
7917,22,Female,3.76,652,Science,0.87,0.78,0.5,Good
7918,21,Male,2.89,686,Arts,0.92,0.93,0.09,Good
7919,28,Male,3.86,673,Science,0.9,0.25,0.08,Average
7920,19,Female,2.99,689,Engineering,0.61,0.16,0.1,Good
7921,19,Female,3.39,575,Arts,0.67,0.22,0.26,Poor
7922,22,Female,2.14,430,Science,0.64,0.63,0.7,Good
7923,24,Female,3.49,424,Engineering,0.63,0.58,0.86,Good
7924,27,Female,2.68,674,Science,0.89,0.62,0.44,Average
7925,27,Female,2.7,776,Engineering,0.77,0.01,0.56,Poor
7926,26,Female,2.24,279,Engineering,0.89,0.16,0.21,Good
7927,24,Female,2.29,775,Engineering,0.74,0.24,0.79,Good
7928,22,Female,2.37,409,Arts,0.65,0.7,0.89,Poor
7929,27,Male,2.66,496,Science,0.89,0.61,0.49,Poor
7930,27,Female,3.78,371,Science,0.85,0.62,0.16,Poor
7931,27,Female,2.74,288,Arts,0.65,0.57,0.01,Good
7932,23,Male,3.45,425,Arts,0.97,0.74,0.54,Average
7933,28,Female,2.17,342,Science,0.72,0.94,0.5,Good
7934,29,Male,3.18,253,Arts,0.86,0.67,0.93,Good
7935,20,Male,2.96,395,Arts,0.61,0.74,0.04,Poor
7936,22,Female,3.96,688,Science,0.78,0.61,0.15,Poor
7937,25,Male,3.69,497,Engineering,0.99,0.8,0.2,Good
7938,18,Female,2.91,629,Arts,0.95,0.94,0.55,Poor
7939,29,Female,3.55,736,Science,0.69,0.61,0.28,Good
7940,18,Male,2.39,778,Science,0.95,0.18,0.21,Poor
7941,24,Male,3.12,699,Science,0.72,0.77,0.51,Average
7942,22,Male,2.15,405,Arts,0.94,0.65,0.04,Good
7943,22,Female,2.7,336,Engineering,0.89,0.93,0.98,Good
7944,18,Female,2.45,607,Engineering,0.74,0.27,0.86,Poor
7945,26,Male,3.44,478,Science,0.96,0.97,0.27,Good
7946,18,Female,2.98,644,Arts,0.79,0.55,0.34,Good
7947,22,Female,3.5,470,Arts,0.73,0.96,0.25,Good
7948,27,Male,3.03,640,Engineering,0.71,0.78,0.93,Poor
7949,26,Male,2.17,427,Engineering,0.98,0.87,0.65,Poor
7950,21,Male,3.47,326,Arts,0.9,0.32,0.52,Good
7951,25,Male,3.67,469,Engineering,0.74,0.22,0.51,Average
7952,23,Male,3.81,686,Science,0.7,0.62,0.17,Average
7953,28,Male,3.14,747,Engineering,0.68,0.37,0.96,Good
7954,20,Male,3.51,354,Arts,0.7,0.99,0.91,Average
7955,21,Male,3.5,218,Science,0.64,0.5,0.95,Good
7956,19,Male,2.31,624,Arts,0.79,0.11,0.29,Poor
7957,18,Male,2.33,257,Engineering,0.62,0.5,0.48,Average
7958,25,Female,2.14,622,Engineering,0.6,0.54,0.52,Average
7959,18,Female,2.64,747,Science,0.85,0.0,0.49,Good
7960,28,Male,2.95,301,Science,0.64,0.25,0.02,Good
7961,18,Female,4.0,275,Science,0.94,0.0,0.83,Poor
7962,21,Female,2.86,779,Science,0.64,0.56,0.75,Average
7963,27,Female,3.45,265,Engineering,0.82,0.29,0.47,Average
7964,29,Female,3.39,350,Arts,0.87,0.17,0.27,Average
7965,27,Female,2.41,636,Engineering,0.69,0.84,0.63,Average
7966,23,Female,2.12,267,Engineering,0.96,0.03,0.14,Good
7967,26,Male,3.09,434,Science,0.79,0.69,1.0,Poor
7968,18,Male,3.4,297,Science,0.73,0.57,0.13,Average
7969,24,Female,4.0,208,Arts,0.96,0.77,0.06,Poor
7970,27,Female,2.72,703,Arts,0.94,0.13,0.61,Good
7971,28,Male,3.79,689,Engineering,0.88,0.87,0.46,Good
7972,22,Female,2.76,626,Arts,0.72,0.32,0.72,Good
7973,29,Female,3.38,426,Science,0.76,0.01,0.13,Poor
7974,25,Female,3.2,786,Science,0.88,0.66,0.36,Poor
7975,24,Female,2.11,216,Science,0.67,0.86,0.5,Average
7976,21,Female,2.16,762,Engineering,0.8,0.35,0.45,Poor
7977,21,Male,2.04,427,Arts,0.9,0.53,0.58,Poor
7978,23,Male,2.74,437,Science,0.86,0.41,0.1,Average
7979,23,Female,3.49,580,Engineering,0.89,0.04,0.5,Good
7980,26,Male,2.35,586,Engineering,0.96,0.75,0.55,Good
7981,29,Female,3.21,453,Engineering,0.99,0.94,0.88,Poor
7982,22,Female,2.58,507,Arts,0.78,0.42,0.57,Average
7983,25,Female,3.59,513,Arts,0.62,0.14,0.55,Poor
7984,22,Female,3.6,500,Arts,0.93,0.51,0.81,Poor
7985,19,Female,3.55,317,Engineering,0.65,0.9,0.06,Good
7986,23,Female,3.05,249,Engineering,0.69,0.61,0.65,Average
7987,26,Female,2.57,763,Arts,0.86,0.21,0.81,Poor
7988,20,Female,3.62,380,Science,0.9,0.55,0.09,Poor
7989,18,Female,2.37,742,Arts,0.88,0.33,0.81,Poor
7990,18,Male,2.58,526,Engineering,0.78,0.02,0.79,Good
7991,20,Female,2.37,702,Engineering,0.97,0.91,0.0,Good
7992,27,Male,3.35,695,Engineering,0.93,0.79,0.25,Poor
7993,22,Male,3.37,445,Engineering,0.87,0.92,0.15,Average
7994,20,Female,3.31,742,Engineering,0.78,0.68,0.51,Good
7995,26,Male,2.83,301,Engineering,0.79,0.45,0.91,Poor
7996,25,Female,2.2,429,Arts,0.67,0.49,0.6,Good
7997,20,Female,3.82,587,Engineering,0.91,0.2,0.6,Good
7998,26,Female,3.02,778,Engineering,0.95,0.39,0.12,Poor
7999,23,Female,2.81,410,Engineering,0.93,0.16,0.67,Good
8000,24,Male,3.18,629,Engineering,0.82,0.47,0.89,Good
8001,21,Male,2.39,538,Engineering,0.94,0.65,0.43,Poor
8002,21,Female,2.27,383,Science,0.92,0.26,0.68,Good
8003,29,Male,2.81,255,Arts,0.93,0.94,0.29,Poor
8004,19,Male,2.45,481,Arts,0.99,0.65,0.27,Poor
8005,22,Male,2.49,771,Science,0.92,0.22,0.19,Poor
8006,25,Female,3.79,327,Science,0.71,0.17,0.24,Good
8007,24,Male,3.06,707,Engineering,0.93,0.17,0.34,Average
8008,24,Male,2.97,783,Arts,0.75,0.97,0.57,Average
8009,23,Male,3.38,415,Arts,0.81,0.24,0.78,Good
8010,20,Female,3.9,289,Science,0.92,0.17,0.29,Good
8011,22,Male,2.22,513,Arts,0.73,0.16,0.17,Poor
8012,18,Male,3.67,432,Arts,0.61,0.34,0.45,Average
8013,24,Female,3.17,774,Engineering,0.89,0.62,0.79,Average
8014,26,Male,2.29,446,Engineering,0.96,0.08,0.39,Good
8015,18,Female,2.59,641,Engineering,0.97,0.16,0.91,Poor
8016,19,Female,2.96,334,Arts,0.92,0.98,0.25,Good
8017,20,Female,3.38,201,Arts,0.97,0.62,0.76,Good
8018,20,Female,2.49,360,Engineering,0.93,0.14,0.47,Average
8019,25,Female,3.07,339,Engineering,0.61,0.55,0.11,Good
8020,24,Female,3.37,503,Arts,0.74,0.24,0.28,Average
8021,23,Male,2.9,659,Arts,0.73,0.97,0.86,Good
8022,27,Female,3.73,324,Science,0.69,0.39,0.01,Average
8023,27,Male,3.74,546,Engineering,0.92,0.14,0.76,Average
8024,28,Male,2.94,793,Engineering,0.81,0.61,0.81,Average
8025,21,Female,3.95,523,Engineering,0.93,0.14,0.12,Average
8026,26,Male,2.15,606,Arts,0.84,0.52,0.96,Poor
8027,18,Male,2.01,668,Arts,0.84,0.85,0.87,Average
8028,28,Male,2.76,363,Science,0.75,0.35,0.18,Poor
8029,19,Female,3.2,439,Science,0.92,0.48,0.24,Poor
8030,21,Male,3.26,412,Engineering,0.87,0.11,0.82,Good
8031,20,Male,2.95,348,Science,0.74,0.65,0.55,Average
8032,18,Female,2.25,783,Arts,1.0,0.11,0.92,Good
8033,22,Male,2.34,302,Science,0.79,0.33,0.98,Good
8034,24,Male,3.7,382,Science,0.73,0.84,0.34,Average
8035,19,Male,3.74,704,Arts,0.88,0.15,0.1,Average
8036,22,Female,3.35,724,Engineering,0.69,0.84,0.7,Good
8037,23,Male,3.33,579,Engineering,0.93,0.63,0.92,Good
8038,28,Male,3.2,223,Science,0.87,0.14,0.16,Average
8039,24,Female,2.41,332,Arts,0.95,0.17,0.99,Poor
8040,18,Female,2.86,249,Arts,0.73,0.66,0.2,Poor
8041,24,Female,3.39,225,Science,0.94,0.73,0.09,Good
8042,21,Male,3.07,210,Engineering,0.8,0.66,0.5,Poor
8043,25,Female,2.04,301,Engineering,0.62,0.71,0.81,Good
8044,21,Female,3.91,210,Engineering,0.68,0.36,0.35,Average
8045,23,Female,3.69,311,Arts,0.69,0.0,0.33,Good
8046,26,Male,2.52,366,Arts,0.91,0.53,0.2,Poor
8047,22,Female,3.23,606,Arts,0.68,0.59,0.99,Poor
8048,29,Female,3.85,244,Engineering,0.82,0.69,0.34,Poor
8049,21,Female,2.19,558,Science,0.86,0.23,0.67,Average
8050,25,Female,3.01,753,Arts,0.91,0.17,0.13,Average
8051,26,Female,2.91,484,Arts,0.91,0.83,0.45,Average
8052,21,Male,2.82,599,Science,0.89,0.84,0.8,Poor
8053,20,Male,3.67,650,Engineering,0.69,0.99,0.97,Average
8054,25,Female,2.76,643,Arts,0.82,0.34,0.18,Average
8055,22,Female,2.13,587,Engineering,0.72,0.06,0.09,Average
8056,19,Female,2.13,555,Arts,0.91,0.48,0.99,Good
8057,27,Male,2.09,624,Arts,0.9,0.48,0.55,Poor
8058,26,Male,2.82,205,Science,0.69,0.04,0.35,Poor
8059,20,Male,3.44,753,Science,0.86,0.58,0.96,Poor
8060,29,Male,2.41,640,Science,0.62,0.26,0.39,Average
8061,19,Female,3.29,555,Science,0.91,0.12,0.23,Average
8062,18,Female,3.37,787,Engineering,0.91,0.6,0.8,Average
8063,25,Female,2.51,753,Engineering,0.74,0.28,0.31,Good
8064,28,Female,3.2,467,Engineering,0.92,0.56,0.32,Good
8065,20,Male,3.37,416,Science,0.94,0.02,0.44,Good
8066,24,Female,2.93,263,Arts,0.68,0.37,0.69,Average
8067,18,Male,2.67,641,Engineering,0.74,0.87,0.84,Average
8068,18,Male,3.24,740,Science,0.7,0.65,0.23,Poor
8069,29,Female,3.96,474,Science,0.75,0.87,0.36,Good
8070,26,Male,2.85,669,Science,0.78,0.74,0.5,Average
8071,29,Male,2.78,415,Engineering,0.8,0.72,0.03,Good
8072,25,Female,2.93,765,Arts,0.61,0.87,0.7,Good
8073,29,Male,2.15,791,Engineering,0.62,0.02,0.57,Average
8074,20,Male,3.11,393,Science,0.86,0.42,0.13,Good
8075,23,Female,2.66,212,Science,0.78,0.96,0.13,Good
8076,28,Male,2.24,421,Science,0.64,0.18,0.9,Average
8077,20,Male,2.93,595,Engineering,0.75,0.65,0.68,Average
8078,29,Female,2.01,469,Arts,0.79,0.79,0.39,Good
8079,21,Male,2.8,497,Engineering,0.85,0.93,0.34,Poor
8080,18,Female,2.21,631,Science,0.65,0.87,0.32,Poor
8081,22,Male,2.05,607,Science,1.0,0.68,0.65,Poor
8082,18,Male,3.65,264,Science,0.79,0.71,0.18,Average
8083,18,Female,3.83,237,Engineering,0.87,0.34,0.99,Poor
8084,27,Female,2.42,227,Engineering,0.96,0.22,0.69,Average
8085,28,Male,3.08,488,Engineering,0.61,0.96,0.13,Good
8086,28,Female,2.56,436,Science,0.84,0.98,0.14,Average
8087,24,Male,2.99,325,Engineering,0.82,0.42,0.65,Poor
8088,29,Female,2.87,583,Arts,0.62,0.41,0.38,Poor
8089,23,Male,2.54,525,Arts,0.88,0.45,0.66,Poor
8090,19,Male,3.4,284,Arts,0.69,0.46,0.72,Poor
8091,28,Male,2.25,445,Engineering,0.88,0.84,0.54,Poor
8092,29,Male,2.11,587,Science,0.75,0.43,0.26,Good
8093,19,Male,3.54,465,Science,0.91,0.88,0.55,Good
8094,28,Female,3.33,404,Science,0.98,0.7,0.42,Good
8095,24,Female,3.0,427,Science,0.94,0.97,0.89,Good
8096,18,Male,2.94,439,Science,0.79,0.67,0.74,Average
8097,19,Male,2.99,272,Engineering,0.69,0.41,0.62,Poor
8098,29,Female,2.87,587,Arts,1.0,0.92,0.04,Poor
8099,25,Female,2.79,577,Engineering,0.86,0.23,0.99,Good
8100,23,Female,3.0,411,Science,0.76,0.96,0.57,Good
8101,19,Female,3.06,370,Engineering,0.79,0.04,0.26,Good
8102,24,Female,3.38,351,Engineering,0.65,0.64,0.59,Average
8103,21,Male,3.42,303,Engineering,0.8,0.02,0.82,Average
8104,19,Male,2.76,421,Science,0.67,0.2,0.54,Good
8105,29,Female,2.83,481,Science,0.75,0.46,0.78,Poor
8106,23,Female,2.75,587,Science,0.8,0.16,0.41,Average
8107,28,Female,3.07,571,Engineering,0.98,0.99,0.59,Good
8108,26,Female,2.91,328,Engineering,0.85,0.77,0.42,Good
8109,28,Female,3.78,603,Arts,0.75,0.85,0.53,Good
8110,26,Female,3.39,419,Arts,0.65,0.98,0.17,Poor
8111,25,Female,3.8,372,Science,0.9,0.67,0.6,Average
8112,20,Female,3.42,671,Arts,0.79,0.27,0.98,Poor
8113,20,Female,3.94,652,Science,0.63,0.76,0.76,Average
8114,19,Male,3.27,701,Science,0.86,0.58,0.32,Poor
8115,22,Female,3.93,251,Engineering,0.74,0.27,0.86,Average
8116,29,Female,2.32,293,Arts,0.76,0.37,0.9,Poor
8117,21,Male,2.1,775,Science,0.94,0.61,0.18,Good
8118,24,Male,3.16,220,Science,0.65,0.4,0.05,Poor
8119,21,Male,3.97,305,Arts,0.74,0.24,0.57,Good
8120,26,Female,2.84,399,Arts,0.75,0.43,0.48,Poor
8121,29,Female,2.42,551,Arts,0.6,0.23,0.71,Good
8122,29,Female,3.04,480,Arts,0.94,0.88,0.29,Good
8123,19,Female,3.3,481,Arts,0.93,0.69,0.38,Poor
8124,28,Male,2.63,738,Arts,0.86,0.38,0.26,Poor
8125,23,Female,3.43,444,Arts,0.96,0.95,0.29,Poor
8126,24,Female,3.95,774,Science,0.71,0.39,0.01,Poor
8127,21,Male,3.79,628,Engineering,0.69,0.57,0.51,Poor
8128,23,Female,2.58,237,Science,0.63,0.51,0.47,Good
8129,24,Female,2.65,618,Science,0.84,0.12,0.36,Good
8130,21,Female,2.74,501,Engineering,0.8,0.42,0.54,Average
